Season,Episode,Seasonnum,Episodenum,Airdate,Airyear,Host,HostClean,MusicalGuest,Description,Gender,GenderNum,Profession
S3,Ep10,3,10,01/28/1978,1978,Robert Klein,Robert Klein,Bonnie Raitt,"The host for the episode is Robert Klein (his second appearance), and the musical guest is Bonnie Raitt. The skits for this episode are as follows: Mr. Mike sings with Tina Turner and tells a story about a rabbit that gets mangled in factory machinery. For his opening monologue, Robert Klein talks about anti-Semitism at his old college. The Olympia diner serves only cheeseburgers, Pepsi and chips. The X-police burst in on a couple for cohabitating, kill the girlfriend and frame the boyfriend for murder. During the Weekend Update, Jane Curtain reports on a ...",M,0,Comedian
S3,Ep11,3,11,02/18/1978,1978,Chevy Chase,Chevy Chase,Billy Joel,"The host for the episode is Chevy Chase, and the musical guest is Billy Joel. The skits for this episode are as follows: President Ford returns to give a rebuttal to Ronald Reagan's comments on the Suez Canal. Chevy Chase uses his opening monologue to milk the audience for applause. An ad pitches a new way to preserve moths by mashing them. A couple discusses what just happened after their one-night stand. During the Weekend Update, Chevy tricks Dan Aykroyd into giving him the anchor spot, and John Belushi gives a commentary on boxing that gets him so wound up he ...",M,0,Comedian
S3,Ep12,3,12,02/25/1978,1978,O.J. Simpson,O.J. Simpson,Ashford & Simpson,"The host for the episode is O.J. Simpson, and the musical guest is Ashford & Simpson. The skits for this episode are as follows: Gilda Radner opens the show by answering questions supposedly from the audience. O.J. Simpson gives him opening monologue dressed as a Conehead. Samurai Futaba goes to a disco. Babe Ruth promises a dying child that he'll hit a home run for him, and then fails to do so. A pitchman touts the advantages of a hair clipper made especially for Mohawks. Al Franken attempts to tell jokes despite suffering from a brain tumor. E. Buzz Miller presents ...",M,0,Sports
S3,Ep13,3,13,03/11/1978,1978,Art Garfunkel,Art Garfunkel,Stephen Bishop,"The host for the episode is Art Garfunkel, and the musical guest is Stephen Bishop. The skits for this episode are as follows: During Art Garfunkel's opening monologue, one of the speakers goes out during his song, prompting John Belushi to come on stage and start ranting about the show getting short shrift from the network managers, then accuse Art of backstabbing when the singer wants to just brush off the mishap and try again without causing a fuss. Tom Snyder presents another installment of the Tomorrow show. The Nerds Todd DiLaMuca and Lisa Loopner talk about the...",M,0,Musician
S3,Ep14,3,14,03/18/1978,1978,Jill Clayburgh,Jill Clayburgh,Eddie Money,"The host for the episode is Jill Clayburgh (her second appearance), and the musical guest is Eddie Money. The skits for this episode are as follows: Garrett Morris does a performance of ""Danny Boy"". An ad features the Royal Deluxe, a car smooth enough to perform circumcisions in the backseat while driving. At the Olympia diner, a new waitress finds the place hard to adjust to, while a woman who wants to put an ad in the window runs into difficulties. Leaonard Plinth-Garnell presents his reviews of bad one-man theater. Richard Herkiman puts on a performance from his ...",F,1,Actor
S3,Ep15,3,15,03/25/1978,1978,Christopher Lee,Christopher Lee,Meat Loaf,"The host for the episode is Christopher Lee, and the musical guest is Meatloaf. The skits for this episode are as follows: After Christopher Lee's monologue, a series of movie trailers promote some upcoming films. Baba Wawa makes an appearance in a production of My Fair Lady. Death comes to apologize to a little girl for taking away her dog, and the pair get into a long conversation over why he has to do what he does. Dell Stator invites customers to visit his Rabbit Hut. Mr. Bill goes to the circus, where he suffers all manner of abuse. Meatloaf performs ""All Revved ...",M,0,Actor
S3,Ep16,3,16,04/08/1978,1978,Michael Palin,Michael Palin,Eugene Record,"The host for the episode is Michael Palin, and the musical guest is Eugene Record. The skits for this episode are as follows: For his opening monologue, Michael Palin comes out as a manager trying to stall for time while the real Michael is getting ready, and proceeds to put on a song and dance that has him stuffing cats down his pants. John Belushi pitches Little Chocolate Donuts. H&L Brock demonstrate just how far they'll go to save money on taxes. Lisa Loopner chases Todd out of the room so she can take her piano lesson in peace, but her teacher then attempts to ...",M,0,Actor
S3,Ep17,3,17,04/15/1978,1978,Michael Sarrazin,Michael Sarrazin,"Keith Jarrett, Gravity","The host for the episode is Michael Sarrazin, and the musical guests are Keith Jarrett and Gravity. The skits for this episode are as follows: President Carter delivers a special message for the viewers at home. After Michael Sarrazin's opening monologue, a re-run ad pitches Angora Bouquet, a skin soap that contains tranquilizers. E Buzz Miller presents a series of exercise tips with his assistant, but each suggestion is another opportunity for him to make lewd comments. Gilda Radner appears in a European-style art film about a beloved actress trying to run away from ...",M,0,Actor
S3,Ep18,3,18,04/22/1978,1978,Steve Martin,Steve Martin,The Blues Brothers,"The host for the episode is Steve Martin (his fifth appearance), and the musical guest is The Blues Brothers (their second appearance). The skits for this episode are as follows: Concert promoter Don Kirschner presents footage of an old club performance by The Blues Brothers. For his opening monologue, Steve Martin talks about the inspiration for his comedy ideas, then does a magic act that ends with him tackling and beating a member of the audience. The Festrunk brothers prepare their apartment for the two girls they believe are on the way, but their neighbor Cliff ...",M,0,Comedian
S3,Ep19,3,19,05/13/1978,1978,Richard Dreyfuss,Richard Dreyfuss,"Jimmy Buffett, Gary Tigerman","The host for the episode is Richard Dreyfuss, and the musical guests are Jimmy Buffett and Gary Tigerman. The skits for this episode are as follows: A presentation on Paraquat shows how the chemically treated marijuana makes its way into the U.S. Richard Dreyfuss performs Hamlet for his opening monologue after John Belushi taunts him over his Best Actor Oscar, but ends up in a fight with John instead. A man obsessed with a tower-like vision he had sees Beldar Conehead in a TV commercial and rushes to the Conehead household just as an emissary is arriving from Remulak....",M,0,Actor
S3,Ep20,3,20,05/20/1978,1978,Buck Henry,Buck Henry,Sun Ra,"The host for the episode is Buck Henry (his sixth appearance), and the musical guest is Sun Ra. The skits for this episode are as follows: Richard Nixon asks viewers to please buy his book so they can kick it as much as they'd like to kick him. Todd DiLaBounta takes Lisa Loopner to the prom, along with his father and Mrs. Loopner. The Samurai TV repairman attempts to fix a customer's television by slicing it with his sword. During the Weekend Update, Jane Curtain and Dan Aykroyd start their debate by first debating over who gets to represent which side. At the Olympia...",M,0,Actor
S4,Ep1,4,1,10/07/1978,1978,The Rolling Stones,The Rolling Stones,None,"The hosts and musical guests for the episode are The Rolling Stones (their first appearance). The skits for this episode are as follows: New York Mayor Ed Koch opens the show by awarding John Belushi a certificate of merit for his work in Animal House, but John is unimpressed by the gesture. An ad pitches Autoscent, a perfume to put in the engine of your car. Tom Snyder interviews Mick Jagger for the Tomorrow show and talks with him about dancing, barbecues and wearing women's clothing. A repairman with sagging pants comes to the Loopner's house to fix the ...",M,0,Musician
S4,Ep2,4,2,10/14/1978,1978,Fred Willard,Fred Willard,Devo,"The host for the episode is Fred Willard, and the musical guest is Devo. The skits for this episode are as follows: The opening act is interrupted by a honker in the audience. Aging stuntman Cliff Preston attempts to do his job but doesn't move as fast as he used to. During the Weekend Update, Dan Aykroyd rants about the NFL's new cheerleader uniforms, paying particular attention to the disgusting ways in which the outfits are designed to arouse male viewers. Mainway toys again attempts to defend the quality of its products. Mr. Bill visits New York only to get ripped...",M,0,Actor
S4,Ep3,4,3,10/21/1978,1978,Frank Zappa,Frank Zappa,None,"The host and musical guest for the episode is Frank Zappa (his second appearance, the first as host). The skits for this episode are as follows: NBC President Fred Silverman opens the show by announcing that all of their viewer research indicates that everyone wants to see more Frank Zappa, so the network is signing Zappa to an extended TV contract. Zappa performs ""Dancing Fool"" for his opening monologue and picks up a member of the audience to go home with. Connie Conehead has a date with Frank Zappa, so Beldar helps to entertain while Connie gets ready to go out. ...",M,0,Musician
S4,Ep4,4,4,11/04/1978,1978,Steve Martin,Steve Martin,Van Morrison,"The host for the episode is Steve Martin (his sixth appearance), and the musical guest is Van Morrison. The skits for this episode are as follows: Desperate after his austerity measures have failed to halt inflation, President Carter attempts to encourage Americans to welcome inflation as a wonderful new opportunity to be a millionaire. Despite Elvis' death, his coat continues to perform the King's classic hits to packed audiences. Theodoric of York treats his patients with bleeding and other crude remedies. The Festrunk brothers continue trying to pick up swinging ...",M,0,Comedian
